paper,title,topic
171,A Stitch in Time: Supporting Android Developers in Writing Secure Code,User studies
172,Privacy-Preserving Fuzzy Keyword Searching with Primes,Applied cryptography
172,Privacy-Preserving Fuzzy Keyword Searching with Primes,Cloud security
173,Internet-of-Dings: Dissecting the Evolution of Internet-of-Things Malware,Malware
174,Password Inference Based on Wearable Devices Data Analysis,Machine learning
174,Password Inference Based on Wearable Devices Data Analysis,Mobile security and privacy
175,Evading Classifiers by Morphing in the Dark,Machine learning
176,P-STM: Privacy-protected Social Tie Mining of Individual Trajectories,Privacy-preserving systems
177,DOMtegrity: Ensuring Web Page Integrity against Browser Extension Modifications,Intrusion detection
177,DOMtegrity: Ensuring Web Page Integrity against Browser Extension Modifications,Web security and privacy
178,Global-Scale Secure Multiparty Computation,Applied cryptography
178,Global-Scale Secure Multiparty Computation,Secure and verifiable computation
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Language-based security
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Malware
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Network security
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Privacy-preserving systems
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Software security
179,TypeShield: Practical Forward-Backward Edge Attack Protection,Web security and privacy
180,CREAM: Unauthorized Secondary User Detection in Fading Environments,Mobile security and privacy
181,Handwritten Signature Verification Using Wrist-Worn Devices,Authentication and authorization
181,Handwritten Signature Verification Using Wrist-Worn Devices,Cyber-physical systems (including IoT) security
181,Handwritten Signature Verification Using Wrist-Worn Devices,Machine learning
182,Amnesiac DRAM: Truly Volatile Memory to Defeat Cold-Boot Attack,Hardware and architecture security
183,Reducing Searchable Encryption Leakage using Constrained Cryptographic Primitives,Applied cryptography
183,Reducing Searchable Encryption Leakage using Constrained Cryptographic Primitives,Cloud security
183,Reducing Searchable Encryption Leakage using Constrained Cryptographic Primitives,Privacy-preserving systems
183,Reducing Searchable Encryption Leakage using Constrained Cryptographic Primitives,Protocols
183,Reducing Searchable Encryption Leakage using Constrained Cryptographic Primitives,Secure and verifiable computation
184,The Past Does Not Predict the Future! A Model-Free Approach to Stealthy Attack Detection in Control Systems,Cyber-physical systems (including IoT) security
184,The Past Does Not Predict the Future! A Model-Free Approach to Stealthy Attack Detection in Control Systems,Intrusion detection
185,Mitigating infrastructure attacks on the Internet,Network security
185,Mitigating infrastructure attacks on the Internet,Protocols
186,Algorithm Substitution Attacks from a Steganographic Perspective,Distributed systems security
186,Algorithm Substitution Attacks from a Steganographic Perspective,Network security
186,Algorithm Substitution Attacks from a Steganographic Perspective,Protocols
187,"Privacy notions, models and games for privacy-preserving distributed data mining",Anonymity
187,"Privacy notions, models and games for privacy-preserving distributed data mining",Distributed systems security
187,"Privacy notions, models and games for privacy-preserving distributed data mining",Privacy-preserving systems
187,"Privacy notions, models and games for privacy-preserving distributed data mining",Privacy policies
188,Practical Secure Aggregation for Privacy-Preserving Machine Learning,Privacy-preserving systems
188,Practical Secure Aggregation for Privacy-Preserving Machine Learning,Protocols
189,5Gen-C: Multi-input Functional Encryption and Program Obfuscation for Arithmetic Circuits,Secure and verifiable computation
190,Full accounting for verifiable outsourcing,Hardware and architecture security
190,Full accounting for verifiable outsourcing,Protocols
190,Full accounting for verifiable outsourcing,Secure and verifiable computation
193,AVPass: Automatically Bypassing Android Malware Classifiers,Malware
193,AVPass: Automatically Bypassing Android Malware Classifiers,Mobile security and privacy
194,Provably-Secure Logic Locking: From Theory To Practice,Hardware and architecture security
195,Object Flow Integrity,Language-based security
196,TruZ-Droid: Integrating TrustZone with Mobile Operating System,Mobile security and privacy
197,Hindsight: Understanding the Evolution of UI Vulnerabilities in Mobile Browsers,Metrics
197,Hindsight: Understanding the Evolution of UI Vulnerabilities in Mobile Browsers,Mobile security and privacy
197,Hindsight: Understanding the Evolution of UI Vulnerabilities in Mobile Browsers,Web security and privacy
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,Access control
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,Authentication and authorization
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,Cyber-physical systems (including IoT) security
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,Intrusion detection
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,Network security
198,No One In The Middle: Enabling Network Access Control Via Transparent Attribution,User studies
199,G-Guard: A Secure Memory Management Ecosystem for GPGPU,Privacy-preserving systems
199,G-Guard: A Secure Memory Management Ecosystem for GPGPU,Software security
200,Prime+Count: A Novel Cache Attack for Cross-world Covert Channels on ARM TrustZone,Hardware and architecture security
201,The Wolf of Name Street: Hijacking Domains Through Their Nameservers,Distributed systems security
201,The Wolf of Name Street: Hijacking Domains Through Their Nameservers,Network security
201,The Wolf of Name Street: Hijacking Domains Through Their Nameservers,Web security and privacy
202,"Fidelius: A Practical, Secure Key-Value Store for Smart Home Systems",Cloud security
202,"Fidelius: A Practical, Secure Key-Value Store for Smart Home Systems",Cyber-physical systems (including IoT) security
202,"Fidelius: A Practical, Secure Key-Value Store for Smart Home Systems",Distributed systems security
202,"Fidelius: A Practical, Secure Key-Value Store for Smart Home Systems",Mobile security and privacy
203,Mobile IMUs Reveal Who You Are From Your Vehicle Turns,Cyber-physical systems (including IoT) security
203,Mobile IMUs Reveal Who You Are From Your Vehicle Turns,Mobile security and privacy
206,Permission-Use Provenance in Android Using Sparse Dynamic Analysis,Language-based security
206,Permission-Use Provenance in Android Using Sparse Dynamic Analysis,Mobile security and privacy
206,Permission-Use Provenance in Android Using Sparse Dynamic Analysis,Software security
208,Search-based Fuzzing,Software security
209,T/Key: Second-Factor Authentication From Secure Hash Chains,Applied cryptography
209,T/Key: Second-Factor Authentication From Secure Hash Chains,Authentication and authorization
210,Automated Attack Discovery in TCP Congestion Control Using a Model-guided Approach,Network security
210,Automated Attack Discovery in TCP Congestion Control Using a Model-guided Approach,Protocols
210,Automated Attack Discovery in TCP Congestion Control Using a Model-guided Approach,Software security
210,Automated Attack Discovery in TCP Congestion Control Using a Model-guided Approach,Web security and privacy
212,Automated Crowdturfing Attacks and Defenses in Online Review Systems,Machine learning
212,Automated Crowdturfing Attacks and Defenses in Online Review Systems,User studies
212,Automated Crowdturfing Attacks and Defenses in Online Review Systems,Web security and privacy
213,Differentially Private Oblivious RAM,Anonymity
213,Differentially Private Oblivious RAM,Applied cryptography
213,Differentially Private Oblivious RAM,Cloud security
213,Differentially Private Oblivious RAM,Hardware and architecture security
213,Differentially Private Oblivious RAM,Metrics
213,Differentially Private Oblivious RAM,Privacy-preserving systems
214,Integrity Attacks on Renewable Energy Generators,Cyber-physical systems (including IoT) security
214,Integrity Attacks on Renewable Energy Generators,Distributed systems security
215,Chameleon: Hybrid Secure Computation Framework and Applications,Applied cryptography
215,Chameleon: Hybrid Secure Computation Framework and Applications,Privacy-preserving systems
215,Chameleon: Hybrid Secure Computation Framework and Applications,Secure and verifiable computation
217,Sybil Ranking in Online Social Networks using Directed Graphs,Distributed systems security
217,Sybil Ranking in Online Social Networks using Directed Graphs,Network security
217,Sybil Ranking in Online Social Networks using Directed Graphs,Web security and privacy
219,Dynamic Policy Update for Ciphertext-Policy Attribute-Based Encryption,Access control
